Date,"1 Mo","2 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
12/13/2013,0.02,,0.07,0.09,0.14,0.34,0.68,1.55,2.25,2.88,3.61,3.88
12/12/2013,0.01,,0.07,0.09,0.14,0.34,0.67,1.55,2.26,2.89,3.63,3.91
12/11/2013,0.02,,0.07,0.10,0.13,0.31,0.63,1.50,2.21,2.86,3.61,3.87
12/10/2013,0.03,,0.07,0.10,0.14,0.30,0.62,1.46,2.17,2.81,3.56,3.83
12/09/2013,0.04,,0.07,0.10,0.13,0.30,0.64,1.50,2.23,2.86,3.61,3.88
12/06/2013,0.03,,0.06,0.10,0.13,0.30,0.64,1.51,2.23,2.88,3.63,3.90
12/05/2013,0.02,,0.06,0.10,0.13,0.30,0.61,1.49,2.23,2.88,3.65,3.92
12/04/2013,0.04,,0.06,0.10,0.14,0.30,0.60,1.45,2.19,2.84,3.63,3.90
12/03/2013,0.04,,0.06,0.10,0.13,0.28,0.58,1.40,2.13,2.79,3.56,3.84
12/02/2013,0.02,,0.05,0.10,0.13,0.30,0.59,1.43,2.16,2.81,3.58,3.86
11/29/2013,0.05,,0.06,0.11,0.13,0.28,0.56,1.37,2.10,2.75,3.54,3.82
11/27/2013,0.06,,0.07,0.11,0.13,0.28,0.55,1.36,2.08,2.74,3.52,3.81
11/26/2013,0.07,,0.07,0.11,0.13,0.29,0.55,1.34,2.05,2.71,3.50,3.80
11/25/2013,0.04,,0.08,0.11,0.14,0.30,0.57,1.37,2.08,2.74,3.53,3.83
11/22/2013,0.02,,0.07,0.10,0.12,0.31,0.57,1.37,2.10,2.75,3.54,3.84
11/21/2013,0.02,,0.07,0.10,0.12,0.29,0.55,1.38,2.12,2.79,3.59,3.89
11/20/2013,0.06,,0.08,0.11,0.12,0.28,0.57,1.39,2.13,2.80,3.61,3.90
11/19/2013,0.05,,0.08,0.10,0.14,0.29,0.58,1.37,2.06,2.71,3.50,3.80
11/18/2013,0.05,,0.09,0.10,0.13,0.31,0.56,1.33,2.02,2.67,3.46,3.76
11/15/2013,0.06,,0.08,0.10,0.13,0.31,0.58,1.36,2.06,2.71,3.50,3.80
11/14/2013,0.06,,0.08,0.10,0.13,0.29,0.56,1.34,2.04,2.69,3.49,3.79
11/13/2013,0.06,,0.08,0.10,0.13,0.32,0.61,1.41,2.10,2.75,3.54,3.83
11/12/2013,0.05,,0.08,0.10,0.13,0.34,0.65,1.47,2.16,2.80,3.57,3.86
11/08/2013,0.04,,0.06,0.09,0.12,0.32,0.62,1.42,2.12,2.77,3.55,3.84
11/07/2013,0.04,,0.05,0.09,0.11,0.29,0.55,1.31,1.98,2.63,3.41,3.71
11/06/2013,0.05,,0.05,0.09,0.11,0.30,0.58,1.34,2.02,2.67,3.46,3.77
11/05/2013,0.06,,0.05,0.08,0.10,0.32,0.60,1.39,2.06,2.69,3.46,3.76
11/04/2013,0.02,,0.05,0.09,0.09,0.32,0.60,1.36,2.01,2.63,3.40,3.70
11/01/2013,0.03,,0.04,0.08,0.10,0.33,0.61,1.37,2.03,2.65,3.40,3.69
10/31/2013,0.03,,0.04,0.08,0.10,0.31,0.57,1.31,1.95,2.57,3.33,3.63
10/30/2013,0.05,,0.04,0.09,0.11,0.33,0.58,1.30,1.93,2.55,3.33,3.63
10/29/2013,0.06,,0.04,0.08,0.11,0.31,0.59,1.29,1.90,2.53,3.31,3.62
10/28/2013,0.02,,0.04,0.08,0.11,0.32,0.59,1.31,1.91,2.54,3.31,3.61
10/25/2013,0.02,,0.04,0.08,0.11,0.32,0.59,1.30,1.90,2.53,3.30,3.60
10/24/2013,0.02,,0.03,0.07,0.12,0.33,0.59,1.32,1.92,2.53,3.30,3.61
10/23/2013,0.02,,0.04,0.07,0.11,0.31,0.60,1.30,1.90,2.51,3.29,3.59
10/22/2013,0.04,,0.04,0.07,0.10,0.31,0.59,1.30,1.92,2.54,3.31,3.61
10/21/2013,0.02,,0.04,0.07,0.11,0.33,0.63,1.38,2.01,2.63,3.39,3.68
10/18/2013,0.01,,0.04,0.08,0.12,0.33,0.62,1.35,1.98,2.60,3.36,3.65
10/17/2013,0.01,,0.05,0.08,0.13,0.33,0.61,1.35,1.98,2.61,3.36,3.66
10/16/2013,0.14,,0.10,0.11,0.15,0.34,0.64,1.41,2.06,2.69,3.43,3.72
10/15/2013,0.32,,0.14,0.16,0.16,0.37,0.68,1.45,2.11,2.75,3.50,3.78
10/11/2013,0.25,,0.08,0.07,0.14,0.35,0.66,1.42,2.07,2.70,3.45,3.74
10/10/2013,0.25,,0.05,0.07,0.14,0.35,0.68,1.44,2.09,2.71,3.46,3.75
10/09/2013,0.26,,0.05,0.08,0.15,0.37,0.68,1.43,2.06,2.68,3.43,3.73
10/08/2013,0.27,,0.05,0.09,0.15,0.40,0.70,1.43,2.05,2.66,3.41,3.70
10/07/2013,0.13,,0.03,0.06,0.12,0.37,0.66,1.41,2.03,2.65,3.41,3.70
10/04/2013,0.11,,0.03,0.04,0.11,0.33,0.66,1.41,2.05,2.66,3.43,3.73
10/03/2013,0.12,,0.03,0.05,0.11,0.33,0.61,1.36,1.99,2.62,3.40,3.71
10/02/2013,0.08,,0.02,0.05,0.11,0.31,0.62,1.38,2.01,2.63,3.41,3.70
10/01/2013,0.10,,0.02,0.04,0.10,0.33,0.66,1.42,2.04,2.66,3.43,3.72
09/30/2013,0.03,,0.02,0.04,0.10,0.33,0.63,1.39,2.02,2.64,3.41,3.69
09/27/2013,0.03,,0.02,0.03,0.10,0.34,0.64,1.40,2.02,2.64,3.40,3.68
09/26/2013,0.04,,0.00,0.03,0.09,0.34,0.67,1.43,2.05,2.66,3.41,3.69
09/25/2013,0.02,,0.02,0.05,0.10,0.36,0.66,1.41,2.01,2.63,3.37,3.65
09/24/2013,0.02,,0.02,0.05,0.10,0.35,0.67,1.44,2.05,2.67,3.40,3.67
09/23/2013,0.01,,0.02,0.05,0.10,0.35,0.68,1.48,2.10,2.72,3.46,3.73
09/20/2013,0.01,,0.01,0.05,0.11,0.34,0.69,1.50,2.13,2.75,3.50,3.77
09/19/2013,0.00,,0.01,0.03,0.10,0.34,0.69,1.49,2.13,2.76,3.52,3.80
09/18/2013,0.01,,0.01,0.04,0.11,0.34,0.67,1.43,2.05,2.69,3.46,3.75
09/17/2013,0.01,,0.01,0.04,0.12,0.39,0.78,1.62,2.26,2.86,3.57,3.84
09/16/2013,0.01,,0.02,0.04,0.13,0.41,0.80,1.65,2.27,2.88,3.61,3.87
09/13/2013,0.01,,0.01,0.02,0.13,0.45,0.87,1.71,2.32,2.90,3.59,3.84
09/12/2013,0.01,,0.01,0.02,0.13,0.45,0.87,1.72,2.34,2.92,3.60,3.85
09/11/2013,0.01,,0.02,0.05,0.12,0.47,0.88,1.72,2.34,2.93,3.61,3.85
09/10/2013,0.01,,0.02,0.04,0.13,0.50,0.92,1.78,2.40,2.96,3.65,3.88
09/09/2013,0.02,,0.02,0.04,0.12,0.45,0.87,1.71,2.34,2.90,3.60,3.84
09/06/2013,0.02,,0.02,0.05,0.14,0.46,0.91,1.77,2.38,2.94,3.62,3.87
09/05/2013,0.03,,0.02,0.06,0.16,0.52,0.97,1.85,2.45,2.98,3.64,3.88
09/04/2013,0.02,,0.02,0.05,0.14,0.46,0.89,1.74,2.36,2.90,3.56,3.80
09/03/2013,0.03,,0.02,0.05,0.14,0.43,0.83,1.68,2.31,2.86,3.54,3.79
08/30/2013,0.02,,0.03,0.05,0.13,0.39,0.79,1.62,2.24,2.78,3.46,3.70
08/29/2013,0.03,,0.02,0.06,0.14,0.39,0.79,1.60,2.20,2.75,3.45,3.70
08/28/2013,0.04,,0.03,0.07,0.14,0.40,0.79,1.62,2.22,2.78,3.50,3.75
08/27/2013,0.04,,0.05,0.07,0.12,0.38,0.77,1.56,2.15,2.72,3.45,3.70
08/26/2013,0.03,,0.04,0.07,0.13,0.41,0.79,1.61,2.23,2.79,3.52,3.77
08/23/2013,0.02,,0.03,0.06,0.14,0.40,0.80,1.66,2.27,2.82,3.55,3.80
08/22/2013,0.01,,0.03,0.06,0.14,0.42,0.82,1.71,2.34,2.90,3.63,3.88
08/21/2013,0.02,,0.04,0.07,0.14,0.38,0.76,1.64,2.30,2.87,3.64,3.90
08/20/2013,0.03,,0.04,0.07,0.13,0.36,0.73,1.57,2.22,2.82,3.59,3.86
08/19/2013,0.03,,0.06,0.08,0.13,0.36,0.76,1.63,2.29,2.88,3.64,3.89
08/16/2013,0.05,,0.05,0.08,0.13,0.36,0.73,1.60,2.25,2.84,3.61,3.86
08/15/2013,0.05,,0.05,0.08,0.13,0.36,0.70,1.54,2.18,2.77,3.54,3.81
08/14/2013,0.06,,0.05,0.07,0.12,0.34,0.67,1.48,2.12,2.71,3.48,3.75
08/13/2013,0.06,,0.06,0.08,0.12,0.34,0.68,1.49,2.13,2.71,3.48,3.75
08/12/2013,0.05,,0.06,0.08,0.12,0.32,0.62,1.39,2.01,2.61,3.39,3.67
08/09/2013,0.05,,0.05,0.07,0.11,0.32,0.61,1.36,1.98,2.57,3.36,3.63
08/08/2013,0.05,,0.05,0.07,0.12,0.30,0.61,1.36,1.98,2.58,3.37,3.65
08/07/2013,0.05,,0.05,0.08,0.12,0.32,0.61,1.38,2.00,2.61,3.37,3.68
08/06/2013,0.05,,0.04,0.08,0.12,0.32,0.62,1.39,2.04,2.67,3.42,3.73
08/05/2013,0.03,,0.05,0.08,0.12,0.32,0.61,1.39,2.04,2.67,3.42,3.73
08/02/2013,0.02,,0.04,0.07,0.11,0.30,0.59,1.36,2.01,2.63,3.39,3.69
08/01/2013,0.02,,0.04,0.08,0.13,0.35,0.65,1.49,2.15,2.74,3.48,3.77
07/31/2013,0.03,,0.04,0.08,0.11,0.31,0.61,1.38,2.00,2.60,3.34,3.64
07/30/2013,0.03,,0.04,0.07,0.11,0.33,0.62,1.39,2.02,2.63,3.36,3.67
07/29/2013,0.01,,0.03,0.07,0.11,0.33,0.61,1.37,2.00,2.61,3.35,3.66
07/26/2013,0.02,,0.03,0.07,0.11,0.31,0.59,1.36,1.98,2.58,3.31,3.61
07/25/2013,0.02,,0.02,0.06,0.12,0.32,0.62,1.38,2.00,2.61,3.34,3.65
07/24/2013,0.02,,0.03,0.07,0.12,0.34,0.64,1.40,2.00,2.61,3.34,3.65
07/23/2013,0.02,,0.02,0.07,0.12,0.33,0.60,1.33,1.92,2.53,3.27,3.58
07/22/2013,0.01,,0.04,0.07,0.10,0.32,0.59,1.32,1.90,2.50,3.25,3.55
07/19/2013,0.01,,0.03,0.07,0.11,0.32,0.59,1.31,1.90,2.50,3.25,3.56
07/18/2013,0.01,,0.03,0.07,0.11,0.32,0.61,1.35,1.95,2.56,3.32,3.63
07/17/2013,0.02,,0.03,0.08,0.11,0.32,0.60,1.33,1.91,2.52,3.27,3.57
07/16/2013,0.02,,0.03,0.07,0.10,0.34,0.64,1.38,1.95,2.55,3.28,3.58
07/15/2013,0.02,,0.04,0.07,0.11,0.34,0.66,1.40,1.97,2.57,3.30,3.61
07/12/2013,0.02,,0.04,0.07,0.12,0.37,0.66,1.43,2.00,2.61,3.34,3.64
07/11/2013,0.02,,0.04,0.07,0.13,0.34,0.65,1.40,1.99,2.60,3.33,3.64
07/10/2013,0.03,,0.04,0.08,0.13,0.38,0.73,1.54,2.12,2.70,3.40,3.68
07/09/2013,0.04,,0.04,0.08,0.14,0.37,0.71,1.50,2.08,2.65,3.36,3.64
07/08/2013,0.02,,0.05,0.07,0.14,0.37,0.71,1.51,2.11,2.65,3.35,3.63
07/05/2013,0.03,,0.04,0.08,0.15,0.40,0.77,1.60,2.19,2.73,3.41,3.68
07/03/2013,0.03,,0.05,0.08,0.14,0.36,0.67,1.42,1.97,2.52,3.22,3.49
07/02/2013,0.02,,0.03,0.08,0.14,0.34,0.64,1.38,1.92,2.48,3.18,3.47
07/01/2013,0.01,,0.04,0.09,0.15,0.34,0.65,1.39,1.93,2.50,3.19,3.48
06/28/2013,0.02,,0.04,0.10,0.15,0.36,0.66,1.41,1.96,2.52,3.22,3.52
06/27/2013,0.02,,0.06,0.11,0.15,0.36,0.66,1.38,1.91,2.49,3.22,3.54
06/26/2013,0.02,,0.06,0.11,0.16,0.39,0.69,1.45,1.98,2.55,3.27,3.58
06/25/2013,0.03,,0.06,0.11,0.17,0.43,0.74,1.49,2.03,2.60,3.31,3.60
06/24/2013,0.01,,0.06,0.11,0.16,0.42,0.73,1.48,2.02,2.57,3.27,3.56
06/21/2013,0.02,,0.05,0.09,0.13,0.38,0.70,1.42,1.95,2.52,3.26,3.56
06/20/2013,0.03,,0.05,0.09,0.14,0.33,0.62,1.31,1.84,2.41,3.18,3.49
06/19/2013,0.04,,0.05,0.08,0.13,0.31,0.58,1.24,1.76,2.33,3.09,3.41
06/18/2013,0.04,,0.05,0.08,0.13,0.27,0.48,1.07,1.58,2.20,3.00,3.34
06/17/2013,0.05,,0.05,0.08,0.13,0.27,0.49,1.06,1.57,2.19,3.01,3.35
06/14/2013,0.04,,0.05,0.08,0.13,0.29,0.49,1.04,1.53,2.14,2.95,3.28
06/13/2013,0.04,,0.05,0.08,0.14,0.32,0.55,1.11,1.60,2.19,2.99,3.33
06/12/2013,0.04,,0.05,0.08,0.14,0.34,0.57,1.15,1.64,2.25,3.04,3.37
06/11/2013,0.05,,0.05,0.08,0.14,0.34,0.57,1.12,1.61,2.20,3.00,3.33
06/10/2013,0.04,,0.05,0.08,0.14,0.32,0.55,1.13,1.62,2.22,3.03,3.36
06/07/2013,0.04,,0.04,0.07,0.14,0.32,0.52,1.10,1.59,2.17,2.98,3.33
06/06/2013,0.04,,0.05,0.08,0.14,0.30,0.48,1.01,1.49,2.08,2.89,3.23
06/05/2013,0.04,,0.05,0.08,0.14,0.30,0.48,1.02,1.52,2.10,2.90,3.25
06/04/2013,0.05,,0.04,0.08,0.14,0.32,0.48,1.05,1.55,2.14,2.95,3.30
06/03/2013,0.03,,0.05,0.08,0.14,0.30,0.50,1.03,1.53,2.13,2.92,3.27
05/31/2013,0.03,,0.04,0.07,0.14,0.30,0.52,1.05,1.55,2.16,2.95,3.30
05/30/2013,0.02,,0.04,0.07,0.13,0.31,0.49,1.01,1.51,2.13,2.92,3.28
05/29/2013,0.04,,0.05,0.08,0.14,0.30,0.49,1.02,1.51,2.13,2.91,3.27
05/28/2013,0.02,,0.05,0.09,0.13,0.29,0.49,1.02,1.53,2.15,2.95,3.31
05/24/2013,0.03,,0.04,0.07,0.12,0.26,0.41,0.90,1.39,2.01,2.80,3.18
05/23/2013,0.03,,0.05,0.08,0.12,0.26,0.42,0.91,1.40,2.02,2.82,3.20
05/22/2013,0.04,,0.04,0.08,0.11,0.26,0.41,0.91,1.40,2.03,2.83,3.21
05/21/2013,0.04,,0.04,0.09,0.12,0.26,0.39,0.84,1.31,1.94,2.75,3.14
05/20/2013,0.01,,0.05,0.09,0.12,0.26,0.40,0.85,1.33,1.97,2.79,3.18
05/17/2013,0.01,,0.04,0.08,0.12,0.26,0.40,0.84,1.32,1.95,2.77,3.17
05/16/2013,0.00,,0.03,0.08,0.12,0.23,0.37,0.79,1.25,1.87,2.69,3.09
05/15/2013,0.01,,0.04,0.09,0.12,0.26,0.40,0.84,1.32,1.94,2.76,3.16
05/14/2013,0.01,,0.05,0.09,0.12,0.26,0.41,0.85,1.33,1.96,2.77,3.17
05/13/2013,0.02,,0.05,0.08,0.13,0.24,0.40,0.83,1.30,1.92,2.73,3.13
05/10/2013,0.02,,0.04,0.08,0.11,0.26,0.38,0.82,1.28,1.90,2.70,3.10
05/09/2013,0.02,,0.04,0.08,0.11,0.22,0.35,0.75,1.20,1.81,2.60,3.01
05/08/2013,0.01,,0.04,0.08,0.11,0.22,0.35,0.75,1.20,1.81,2.61,2.99
05/07/2013,0.01,,0.04,0.08,0.10,0.22,0.35,0.75,1.21,1.82,2.62,3.00
05/06/2013,0.01,,0.04,0.08,0.11,0.22,0.34,0.74,1.19,1.80,2.60,2.98
05/03/2013,0.02,,0.05,0.08,0.11,0.22,0.34,0.73,1.17,1.78,2.58,2.96
05/02/2013,0.02,,0.05,0.08,0.11,0.20,0.30,0.65,1.07,1.66,2.44,2.82
05/01/2013,0.03,,0.06,0.08,0.11,0.20,0.30,0.65,1.07,1.66,2.44,2.83
04/30/2013,0.03,,0.05,0.09,0.11,0.22,0.32,0.68,1.11,1.70,2.49,2.88
04/29/2013,0.03,,0.05,0.08,0.12,0.20,0.32,0.68,1.10,1.70,2.49,2.88
04/26/2013,0.04,,0.05,0.09,0.12,0.22,0.32,0.68,1.10,1.70,2.47,2.87
04/25/2013,0.04,,0.05,0.08,0.12,0.23,0.35,0.71,1.15,1.74,2.52,2.91
04/24/2013,0.05,,0.06,0.09,0.13,0.23,0.34,0.70,1.13,1.73,2.50,2.89
04/23/2013,0.04,,0.05,0.09,0.12,0.23,0.35,0.71,1.14,1.74,2.52,2.90
04/22/2013,0.04,,0.05,0.09,0.12,0.24,0.35,0.70,1.13,1.72,2.50,2.88
04/19/2013,0.04,,0.05,0.09,0.12,0.24,0.35,0.72,1.14,1.73,2.50,2.88
04/18/2013,0.03,,0.05,0.09,0.12,0.24,0.35,0.71,1.13,1.72,2.49,2.87
04/17/2013,0.05,,0.06,0.09,0.13,0.24,0.35,0.71,1.13,1.73,2.51,2.89
04/16/2013,0.06,,0.06,0.09,0.13,0.24,0.33,0.71,1.15,1.75,2.53,2.91
04/15/2013,0.04,,0.06,0.09,0.12,0.22,0.32,0.69,1.12,1.72,2.50,2.88
04/12/2013,0.05,,0.06,0.09,0.11,0.22,0.33,0.70,1.14,1.75,2.54,2.92
04/11/2013,0.06,,0.07,0.10,0.12,0.24,0.35,0.74,1.20,1.82,2.62,3.01
04/10/2013,0.07,,0.07,0.10,0.12,0.24,0.36,0.74,1.21,1.84,2.63,3.01
04/09/2013,0.06,,0.06,0.10,0.13,0.24,0.34,0.70,1.16,1.78,2.57,2.94
04/08/2013,0.05,,0.07,0.10,0.13,0.24,0.34,0.71,1.15,1.76,2.54,2.91
04/05/2013,0.05,,0.07,0.10,0.13,0.24,0.33,0.68,1.12,1.72,2.50,2.87
04/04/2013,0.07,,0.07,0.10,0.13,0.22,0.33,0.69,1.15,1.78,2.60,2.99
04/03/2013,0.06,,0.06,0.10,0.13,0.24,0.34,0.73,1.20,1.83,2.66,3.05
04/02/2013,0.06,,0.07,0.11,0.14,0.25,0.36,0.78,1.26,1.88,2.72,3.10
04/01/2013,0.06,,0.08,0.11,0.14,0.23,0.36,0.76,1.23,1.86,2.70,3.08
03/28/2013,0.04,,0.07,0.11,0.14,0.25,0.36,0.77,1.24,1.87,2.71,3.10
03/27/2013,0.06,,0.09,0.12,0.14,0.25,0.36,0.76,1.22,1.87,2.71,3.09
03/26/2013,0.08,,0.07,0.11,0.14,0.25,0.38,0.79,1.27,1.92,2.75,3.13
03/25/2013,0.06,,0.08,0.11,0.14,0.24,0.38,0.80,1.28,1.93,2.76,3.14
03/22/2013,0.07,,0.07,0.11,0.14,0.26,0.39,0.80,1.29,1.93,2.75,3.13
03/21/2013,0.08,,0.07,0.11,0.14,0.27,0.38,0.81,1.30,1.95,2.77,3.15
03/20/2013,0.08,,0.07,0.11,0.15,0.26,0.38,0.81,1.32,1.96,2.80,3.19
03/19/2013,0.08,,0.07,0.11,0.15,0.24,0.37,0.79,1.28,1.92,2.75,3.13
03/18/2013,0.07,,0.07,0.11,0.15,0.26,0.38,0.81,1.31,1.96,2.79,3.18
03/15/2013,0.07,,0.09,0.11,0.14,0.25,0.40,0.84,1.35,2.01,2.85,3.22
03/14/2013,0.08,,0.10,0.12,0.15,0.27,0.42,0.88,1.40,2.04,2.87,3.25
03/13/2013,0.09,,0.09,0.12,0.15,0.27,0.42,0.89,1.41,2.04,2.85,3.22
03/12/2013,0.10,,0.10,0.12,0.15,0.27,0.41,0.88,1.40,2.03,2.85,3.22
03/11/2013,0.09,,0.10,0.12,0.15,0.27,0.43,0.90,1.43,2.07,2.89,3.26
03/08/2013,0.09,,0.10,0.11,0.15,0.27,0.42,0.90,1.43,2.06,2.89,3.25
03/07/2013,0.10,,0.10,0.11,0.15,0.25,0.40,0.85,1.36,2.00,2.82,3.20
03/06/2013,0.09,,0.10,0.12,0.15,0.25,0.38,0.81,1.31,1.95,2.77,3.15
03/05/2013,0.09,,0.08,0.12,0.15,0.25,0.36,0.77,1.27,1.90,2.72,3.10
03/04/2013,0.07,,0.11,0.12,0.16,0.24,0.35,0.76,1.25,1.88,2.70,3.08
03/01/2013,0.07,,0.11,0.12,0.16,0.25,0.35,0.75,1.23,1.86,2.68,3.06
02/28/2013,0.07,,0.11,0.13,0.17,0.25,0.36,0.77,1.26,1.89,2.71,3.10
02/27/2013,0.11,,0.11,0.13,0.17,0.27,0.36,0.78,1.28,1.91,2.72,3.11
02/26/2013,0.11,,0.14,0.14,0.17,0.25,0.37,0.78,1.25,1.88,2.69,3.08
02/25/2013,0.09,,0.12,0.14,0.16,0.25,0.37,0.78,1.25,1.88,2.69,3.08
02/22/2013,0.11,,0.13,0.14,0.16,0.27,0.40,0.84,1.34,1.97,2.77,3.15
02/21/2013,0.12,,0.13,0.13,0.16,0.26,0.40,0.86,1.36,1.99,2.79,3.17
02/20/2013,0.12,,0.12,0.13,0.17,0.27,0.42,0.88,1.38,2.02,2.82,3.20
02/19/2013,0.09,,0.12,0.13,0.17,0.29,0.44,0.89,1.41,2.03,2.83,3.21
02/15/2013,0.09,,0.10,0.13,0.17,0.29,0.42,0.87,1.38,2.01,2.80,3.18
02/14/2013,0.10,,0.11,0.13,0.16,0.27,0.42,0.86,1.37,2.00,2.79,3.17
02/13/2013,0.09,,0.10,0.12,0.15,0.29,0.44,0.92,1.43,2.05,2.86,3.23
02/12/2013,0.08,,0.09,0.12,0.14,0.29,0.41,0.88,1.38,2.02,2.81,3.19
02/11/2013,0.05,,0.09,0.12,0.15,0.27,0.40,0.85,1.35,1.99,2.78,3.16
02/08/2013,0.03,,0.07,0.11,0.14,0.25,0.39,0.84,1.34,1.99,2.79,3.17
02/07/2013,0.03,,0.07,0.11,0.15,0.25,0.39,0.83,1.34,1.99,2.78,3.17
02/06/2013,0.06,,0.07,0.12,0.15,0.27,0.39,0.84,1.35,2.00,2.79,3.18
02/05/2013,0.06,,0.07,0.11,0.15,0.27,0.41,0.88,1.39,2.04,2.83,3.21
02/04/2013,0.03,,0.07,0.11,0.15,0.25,0.38,0.85,1.36,2.00,2.79,3.17
02/01/2013,0.02,,0.06,0.11,0.15,0.27,0.40,0.88,1.40,2.04,2.83,3.21
01/31/2013,0.04,,0.07,0.12,0.15,0.27,0.42,0.88,1.38,2.02,2.79,3.17
01/30/2013,0.04,,0.07,0.11,0.15,0.27,0.42,0.88,1.39,2.03,2.80,3.19
01/29/2013,0.03,,0.07,0.11,0.15,0.30,0.43,0.90,1.40,2.03,2.79,3.18
01/28/2013,0.03,,0.07,0.11,0.16,0.29,0.45,0.89,1.38,2.00,2.76,3.15
01/25/2013,0.06,,0.08,0.11,0.15,0.28,0.42,0.87,1.36,1.98,2.75,3.14
01/24/2013,0.06,,0.08,0.10,0.15,0.23,0.37,0.78,1.26,1.88,2.64,3.04
01/23/2013,0.06,,0.08,0.10,0.15,0.26,0.37,0.76,1.24,1.86,2.62,3.02
01/22/2013,0.04,,0.08,0.10,0.14,0.26,0.38,0.76,1.25,1.86,2.62,3.02
01/18/2013,0.04,,0.08,0.10,0.14,0.26,0.38,0.77,1.26,1.87,2.63,3.03
01/17/2013,0.05,,0.07,0.11,0.14,0.28,0.39,0.79,1.29,1.89,2.66,3.06
01/16/2013,0.07,,0.08,0.11,0.14,0.26,0.36,0.75,1.23,1.84,2.61,3.01
01/15/2013,0.09,,0.09,0.11,0.14,0.26,0.36,0.75,1.24,1.86,2.62,3.02
01/14/2013,0.05,,0.08,0.11,0.14,0.26,0.37,0.78,1.27,1.89,2.65,3.05
01/11/2013,0.04,,0.07,0.10,0.14,0.26,0.37,0.78,1.28,1.89,2.65,3.05
01/10/2013,0.05,,0.06,0.10,0.14,0.26,0.37,0.80,1.30,1.91,2.68,3.08
01/09/2013,0.04,,0.06,0.09,0.13,0.24,0.37,0.77,1.27,1.88,2.65,3.06
01/08/2013,0.06,,0.07,0.11,0.14,0.25,0.38,0.79,1.28,1.89,2.66,3.06
01/07/2013,0.05,,0.07,0.11,0.15,0.27,0.41,0.82,1.31,1.92,2.70,3.10
01/04/2013,0.06,,0.07,0.11,0.15,0.27,0.41,0.82,1.32,1.93,2.70,3.10
01/03/2013,0.06,,0.08,0.12,0.15,0.27,0.40,0.81,1.31,1.92,2.70,3.12
01/02/2013,0.07,,0.08,0.12,0.15,0.27,0.37,0.76,1.25,1.86,2.63,3.04
12/31/2012,0.02,,0.05,0.11,0.16,0.25,0.36,0.72,1.18,1.78,2.54,2.95
12/28/2012,0.00,,0.01,0.10,0.15,0.27,0.36,0.72,1.15,1.73,2.47,2.88
12/27/2012,0.01,,0.08,0.12,0.15,0.26,0.37,0.72,1.15,1.74,2.48,2.89
12/26/2012,0.05,,0.09,0.13,0.16,0.26,0.39,0.76,1.20,1.77,2.52,2.94
12/24/2012,0.03,,0.06,0.11,0.16,0.26,0.38,0.77,1.22,1.79,2.53,2.94
12/21/2012,0.02,,0.06,0.12,0.15,0.26,0.38,0.75,1.20,1.77,2.52,2.93
12/20/2012,0.02,,0.06,0.10,0.15,0.28,0.39,0.77,1.24,1.81,2.57,2.98
12/19/2012,0.03,,0.05,0.10,0.15,0.28,0.39,0.77,1.24,1.82,2.58,2.99
12/18/2012,0.04,,0.06,0.12,0.16,0.28,0.39,0.78,1.25,1.84,2.59,3.00
12/17/2012,0.01,,0.05,0.10,0.13,0.25,0.37,0.74,1.20,1.78,2.53,2.94
12/14/2012,0.01,,0.04,0.09,0.13,0.24,0.34,0.70,1.15,1.72,2.46,2.87
12/13/2012,0.02,,0.06,0.11,0.14,0.27,0.34,0.70,1.15,1.74,2.49,2.90
12/12/2012,0.04,,0.07,0.10,0.14,0.25,0.32,0.66,1.11,1.72,2.48,2.90
12/11/2012,0.04,,0.08,0.13,0.16,0.24,0.32,0.64,1.06,1.66,2.41,2.83
12/10/2012,0.05,,0.09,0.14,0.18,0.24,0.33,0.62,1.04,1.63,2.38,2.80
12/07/2012,0.06,,0.09,0.14,0.18,0.25,0.33,0.63,1.04,1.64,2.39,2.81
12/06/2012,0.07,,0.10,0.14,0.18,0.25,0.32,0.60,1.00,1.59,2.33,2.76
12/05/2012,0.07,,0.10,0.14,0.18,0.25,0.32,0.61,1.02,1.60,2.35,2.78
12/04/2012,0.07,,0.10,0.15,0.18,0.25,0.34,0.63,1.04,1.62,2.36,2.78
12/03/2012,0.13,,0.10,0.14,0.18,0.25,0.34,0.63,1.05,1.63,2.37,2.80
11/30/2012,0.11,,0.08,0.13,0.18,0.25,0.34,0.61,1.04,1.62,2.37,2.81
11/29/2012,0.16,,0.09,0.15,0.18,0.25,0.35,0.63,1.04,1.62,2.37,2.79
11/28/2012,0.17,,0.10,0.14,0.18,0.27,0.35,0.64,1.05,1.63,2.36,2.79
11/27/2012,0.17,,0.10,0.15,0.18,0.27,0.36,0.66,1.07,1.64,2.38,2.79
11/26/2012,0.14,,0.10,0.15,0.17,0.27,0.36,0.68,1.09,1.66,2.39,2.80
11/23/2012,0.16,,0.10,0.14,0.19,0.29,0.37,0.70,1.12,1.70,2.42,2.83
11/21/2012,0.17,,0.10,0.14,0.17,0.27,0.37,0.69,1.11,1.69,2.42,2.83
11/20/2012,0.15,,0.08,0.14,0.16,0.27,0.36,0.67,1.09,1.66,2.40,2.82
