0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
2080,996,546,2171,961,1055,2071,1708,469,1768,726,1401,2571,2249,2691,2769,318,1236,609,1627,469,1775,2269,2040,469,2209,394,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,867,1238,819,730,5,2748,1454,2701,2647,610,684,2800,2071,1500,1454,1879,2400,328,469,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1889,2293,1194,2615,728,469,1721,1454,448,224,1516,2628,469,1973,2456,1454,649,469,856,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,379,1528,1236,2824,469,1708,530,1468,2816,1821,1236,668,1988,1586,318,1269,1708,105,1454,2344,2339,630,771,530,1468,610,1332,2408,232,2209,1540,318,1724,183,560,1454,1708,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2209,1228,791,2209,996,2498,2209,2222,132,2579,760,2171,2209,1757,179,21,2038,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,351,469,581,1931,726,361,2714,2457,1619,2209,512,469,1352,1454,353,974,509,2209,1536,992,1454,221,469,1643,2209,1757,179,726,1548,2714,2408,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,912,2086,318,2128,1757,1808,1393,2581,2714,426,2763,2209,2679,1757,179,1083,2714,2070,2183,469,883,317,1512,695,1873,414,426,765,1026,2456,2714,920,469,2209,1352,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,1213,1976,730,1264,1347,2209,22,236,509,2209,51,992,21,2392,610,581,1931,726,741,1437,1236,1479,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,1685,2209,1351,2339,610,1496,2714,1150,2050,328,469,1775,137,1231,2403,726,1546,10,224,1331,2714,2209,760,2171,170,1575,2040,1454,1026,1116,443,1775,673,1454,182,2714,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,1044,649,469,366,2640,1454,895,1749,1323,2040,218,1241,443,2735,556,1004,723,2714,426,2379,2479,224,2531,1931,549,1196,2383,2541,514,2751,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,2475,2343,2209,2222,469,2209,760,2171,2040,1004,723,2714,2408,492,2295,381,1269,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,2071,775,2056,2379,2124,2481,861,1611,2209,2269,1454,1203,1549,2469,2071,1708,2056,534,2562,2228,946,1821,2209,1284,318,2084,328,469,573,271,1454,1516,2313,2296,469,429,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,963,429,2454,2595,1548,1708,2714,1479,2596,2475,2307,1454,469,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,1970,912,2222,610,1810,1156,2306,434,1236,1397,2216,318,775,469,2209,1256,1014,2386,2222,1528,2209,2371,610,1708,2296,2306,533,2282,1810,1178,650,500,1207,2579,230,2400,853,1584,2003,2714,287,1074,2323,1680,2701,1575,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,978,2209,730,2275,899,2714,2360,2209,1256,1014,2171,2209,1250,2472,179,1437,2468,2714,732,2474,1454,631,1869,610,581,1812,1286,2640,318,921,2271,1454,1236,2228,760,2171,1708,509,2209,1471,1621,561,2714,2589,752,1286,2070,2171,2209,1250,2472,179,1437,981,1739,1216,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,1708,2056,1802,2571,1236,1086,66,1221,1611,2269,2056,534,2562,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,718,1398,2481,610,195,935,328,318,2209,2748,536,2262,610,2209,2412,318,2473,726,549,826,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,730,631,1180,610,224,2658,1850,469,2209,2412,318,2748,2473,581,1931,684,293,1437,1236,1479,107,1454,1352,1575,4,684,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1714,1325,2585,318,2209,1189,200,2171,2490,469,2209,1529,321,2714,2408,2357,776,754,2209,2160,2080,730,934,2209,343,1454,2426,2222,2714,2209,341,318,957,2400,328,1454,2071,1500,2171,2209,626,2211,111,1418,2038,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1264,1548,610,2209,1256,1014,1231,2408,454,1437,2475,853,1922,643,567,2274,610,2209,2840,2056,806,195,1711,1454,726,443,2603,2714,1955,2209,1281,230,1194,1454,2071,1500,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,926,523,1611,913,1080,567,381,603,1146,361,2562,2041,1676,1141,1454,384,374,567,441,1145,2714,1117,2011,318,1676,2667,1511,892,2565,567,2274,610,1141,1231,2408,1670,500,454,1561,749,381,200,2070,2323,328,2640,1237,469,2158,1676,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2470,318,2454,1215,610,2209,1093,1286,2070,318,736,1231,561,2408,1236,298,2351,775,469,859,21,271,1496,2714,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1047,1627,469,2209,1256,1014,1437,2475,2160,2209,1250,2472,179,1231,2408,1437,2323,1941,2714,2209,668,2760,318,2209,1014,318,1018,318,2209,1316,2823,1785,179,1454,2454,1430,610,195,161,630,2209,471,469,2701,974,1454,2209,1455,931,1345,1595,328,2370,2209,1037,101,1454,1290,318,2719,2473,472,2525,286,1526,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2622,318,2209,581,760,2801,2314,1264,63,2714,405,610,2209,730,1180,2714,1513,1236,1938,1680,2412,2171,2748,2473,1454,631,1869,610,581,1812,1286,2640,318,921,2271,1454,1236,2228,760,2171,1708,509,2209,1471,1621,561,2714,2589,752,1286,2070,2171,2209,1250,2472,179,1437,981,1739,1216,342,2255,1526,2056,2379,2781,469,195,1653,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,97,318,1708,2056,2379,659,1126,2171,1047,2768,992,318,791,2171,2804,610,567,549,2326,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2222,2714,2209,546,2171,1749,807,567,2567,21,492,2714,2209,2426,1821,2209,72,972,610,2748,2473,2581,2714,2408,1732,2471,2714,1657,594,1830,440,1526,2050,1450,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1413,300,443,1910,2641,646,469,1994,1454,1499,527,381,469,448,1611,1236,1333,179,469,1721,2481,2171,2209,213,1731,208,2209,300,726,2448,397,1526,2579,2027,179,2171,2209,394,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2593,16,2514,1241,1496,2714,2408,1113,21,218,1087,1178,650,2482,2722,534,265,224,2472,1454,1083,2071,649,2171,2444,2247,1496,2714,1111,2407,2579,1644,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,730,1180,610,224,1037,2473,1916,581,1931,684,293,1437,1236,1479,107,224,1352,1575,4,866,2714,691,2295,2070,2209,730,1378,210,224,2579,2745,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,2131,323,2769,1057,1496,2714,2191,610,1236,1343,2024,318,2473,1231,2408,1707,469,2622,318,2209,1755,625,2155,469,706,271,2171,1994,1454,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1352,2002,284,179,350,224,2209,333,1404,1455,443,420,469,195,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,558,443,573,1454,1234,1775,2071,1708,469,195,1731,21,500,21,2209,400,581,760,2678,1170,1708,2724,1373,469,2744,500,200,1026,1333,2070,469,2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2132,1014,2171,328,318,961,1608,994,1087,2557,726,2268,483,1437,2,2714,1171,2474,2171,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,996,1004,562,2249,2579,546,318,328,626,2307,66,1496,2714,1959,1236,1479,102,318,2209,351,469,1441,21,500,21,1236,1044,1469,469,581,328,469,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,2209,433,1611,287,2473,980,2714,1627,626,2307,2209,996,345,610,775,469,1749,807,1231,549,797,2584,2209,328,179,318,2152,1178,469,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2110,1757,179,726,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1261,2209,1290,1454,2676,318,2719,1850,2714,2209,1256,1014,2171,2209,1250,2472,179,2209,730,684,1075,1156,1454,1548,581,2647,1083,2714,2579,230,1194,2828,1454,2579,2397,2662,2474,1708,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2209,2777,318,2209,2544,2209,730,1051,2714,2198,1454,2548,2209,867,1783,1816,318,2513,2052,1922,606,726,1367,2639,2714,357,1003,469,2209,2540,1776,469,1823,224,2209,784,1608,2473,2521,2080,867,1238,819,730,5,2748,1454,2701,2647,610,684,2800,2071,1500,1454,1879,2400,328,469,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,1826,443,2566,2592,1454,2209,482,1703,714,2044,224,2475,1653,2160,1264,318,2209,2465,318,1620,1454,2410,867,1783,1816,902,299,1026,1616,318,2209,429,561,105,2171,1749,807,328,2209,1757,179,1708,1454,2209,1250,2472,179,2171,1389,2307,1611,1002,1739,169,1454,509,2209,2255,229,1326,443,1389,2454,1847,318,1037,2748,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1236,2382,318,2804,1036,2040,1883,2056,2669,1566,514,2209,157,318,2209,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,1347,1236,530,610,1893,2296,1332,593,2368,2431,1526,631,361,21,921,2271,1555,1511,912,857,266,610,221,469,1904,2209,1281,1708,2828,1332,2654,1810,1044,601,318,2209,2613,1496,2714,550,1282,2484,2040,2323,1810,1708,726,24,2714,2100,2714,2159,921,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,947,2630,1295,2124,610,2302,2209,119,328,2365,2299,549,1412,1047,2292,743,469,2209,1671,318,2748,2473,899,167,1039,464,610,2209,1653,483,1454,1108,2365,2171,119,1454,1836,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2540,1238,819,1776,1565,1454,2209,1442,684,2360,2209,730,821,318,1509,161,2463,2209,473,963,193,610,2306,1099,2209,341,509,791,318,2209,1281,1848,318,230,1194,1454,2071,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,1970,2209,254,1575,855,610,2209,867,1783,2056,128,514,2373,2714,406,2748,2473,21,500,21,2417,131,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,523,1611,218,1080,469,912,403,2781,610,228,469,1352,974,469,2635,271,726,1333,2323,469,2635,2617,469,1873,34,567,469,2428,740,567,1457,2260,2006,2714,1697,2171,2617,1454,1117,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,2124,610,2209,43,2306,2408,1236,551,1065,1454,610,892,1352,1575,592,21,2449,893,2171,1757,1808,2209,179,318,1603,1132,1454,558,443,2394,955,318,2209,1352,2842,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,912,2454,2395,1930,610,2209,1275,621,469,610,2231,2056,430,753,1278,1873,86,469,2209,1708,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1052,2454,2498,195,1775,2071,161,21,210,224,1026,65,610,1708,726,443,1236,339,2714,1955,2209,1281,2397,2662,2474,2828,443,1236,455,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2209,1281,2544,318,374,1850,2714,2473,2632,2209,51,992,1264,63,610,2209,793,318,1047,1060,2521,2295,2024,726,210,224,1026,1487,610,2209,2222,534,2803,2295,1269,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1264,2312,610,1236,1578,199,2094,469,1775,1241,726,442,1694,21,137,2056,2130,1660,328,1739,2209,581,1702,1696,1047,216,318,2586,803,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,2454,2124,610,643,1548,1387,1241,2714,2408,1236,1535,1920,2714,581,328,751,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,1236,1590,318,1264,1347,2101,469,2209,996,546,610,1873,1044,2450,726,1236,561,1467,469,2531,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,236,509,2209,51,992,245,1839,2508,610,1749,807,328,2056,9,2571,754,1196,2379,24,469,2209,2146,136,318,2475,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2209,1757,179,1039,2278,381,514,2209,1254,606,2280,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,318,1394,1708,2724,567,1086,2383,443,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,271,1454,797,668,1036,2040,1418,1319,2407,1775,2071,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,1213,1976,714,1026,2544,318,2748,2473,2171,2475,2160,1264,63,610,2209,1334,804,726,2233,995,1425,1454,581,973,1658,2209,2092,2120,1454,132,2209,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,328,726,604,1512,1236,1961,469,2209,1162,2067,318,1319,2169,415,21,1580,2107,469,990,318,2473,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1590,318,1595,2339,567,2567,21,1956,2714,1436,1510,443,1392,1468,630,2835,975,1415,538,2396,1454,2209,1516,1937,271,2171,2241,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1264,1548,2071,2296,2714,920,2562,1015,509,2209,626,912,111,469,2209,2206,318,55,643,361,1231,2408,1438,1236,2658,1301,318,2209,2115,1786,469,1352,1454,353,974,21,2209,312,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,1213,1976,714,1026,2544,318,2748,2473,2171,2209,992,926,730,1264,63,610,2209,2412,318,2748,2473,315,549,2408,2383,1437,2475,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2209,143,429,1264,327,1236,1167,2714,2034,21,873,2255,2167,2209,2158,249,321,2141,2714,2209,2222,2714,328,1454,1708,1645,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,814,475,712,318,1407,1055,2071,1708,2096,1512,2209,867,1783,1816,318,1636,534,1437,2323,2166,2662,2474,469,195,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1236,2117,2024,691,1332,2408,2219,469,2209,1451,2719,2714,971,2305,1893,2296,469,2209,2840,2386,1264,346,610,1236,1349,2521,1231,114,1778,2209,663,610,873,2024,367,726,2685,2171,2209,543,1677,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,16,179,318,1775,2071,1708,469,195,1731,726,668,1526,2209,996,1548,1437,2209,791,318,2209,738,2160,1454,2209,996,546,361,610,1234,1055,2040,1231,1961,1236,54,2368,2457,469,1441,1454,1350,1526,563,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,2209,760,2171,2209,1352,1575,1489,549,672,231,2209,730,684,203,2579,2527,318,1724,1454,2129,783,805,1454,2697,2579,892,2473,1834,21,1037,1922,2531,86,2668,2409,469,1236,2206,318,2071,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1299,1080,1373,749,395,1676,1141,469,1047,1348,318,125,594,1454,1030,2809,1236,2094,469,1716,1380,1141,469,958,1530,1512,1943,1141,2661,1454,1873,1469,469,127,1141,1216,469,2209,1676,858,1045,2714,2817,1479,573,328,469,1775,1241,1739,2209,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2209,1967,469,2209,328,318,706,271,1231,971,1117,1708,2296,509,791,2209,730,1095,610,1873,1708,2222,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,72,1337,1616,2171,2209,1757,179,1749,807,328,1454,1708,509,2209,626,2211,222,567,2314,1236,1086,668,443,963,1526,1186,469,2579,792,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1331,2714,2209,760,2171,1708,1264,843,1599,1558,2714,2209,381,1209,775,469,1900,2071,2507,509,2209,883,2307,66,643,2786,2714,1873,101,2463,2209,766,2171,1044,775,469,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1757,179,1815,2714,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
